industry_title,industry,occupation_title,occupation,occupation_based_setting
Building material and supplies dealers  ,4870,Maids and housekeeping cleaners,4230,None of the above
Hardware stores ,4880,Maids and housekeeping cleaners,4230,None of the above
Lawn and garden equipment and supplies stores ,4890,Maids and housekeeping cleaners,4230,None of the above
Supermarkets and other grocery (except convenience) stores,4971,Maids and housekeeping cleaners,4230,None of the above
Convenience Stores,4972,Maids and housekeeping cleaners,4230,None of the above
Specialty food stores,4980,Maids and housekeeping cleaners,4230,None of the above
"Beer, wine, and liquor stores ",4990,Maids and housekeeping cleaners,4230,None of the above
Pharmacies and drug stores ,5070,Maids and housekeeping cleaners,4230,None of the above
Gasoline stations ,5090,Maids and housekeeping cleaners,4230,None of the above
Book stores and news dealers ,5370,Maids and housekeeping cleaners,4230,None of the above
"General merchandise stores, including warehouse clubs and supercenters ",5391,Maids and housekeeping cleaners,4230,None of the above
Florists,5470,Maids and housekeeping cleaners,4230,None of the above
Office supplies and stationery stores ,5480,Maids and housekeeping cleaners,4230,None of the above
Electronic shopping and mail-order houses,5593,Maids and housekeeping cleaners,4230,None of the above
Fuel dealers ,5680,Maids and housekeeping cleaners,4230,None of the above
Air transportation ,6070,Maids and housekeeping cleaners,4230,None of the above
Rail transportation ,6080,Maids and housekeeping cleaners,4230,None of the above
Water transportation ,6090,Maids and housekeeping cleaners,4230,None of the above
Truck transportation ,6170,Maids and housekeeping cleaners,4230,None of the above
Bus service and urban transit ,6180,Maids and housekeeping cleaners,4230,None of the above
Taxi and limousine service ,6190,Maids and housekeeping cleaners,4230,None of the above
Pipeline transportation ,6270,Maids and housekeeping cleaners,4230,None of the above
Services incidental to transportation ,6290,Maids and housekeeping cleaners,4230,None of the above
Postal Service ,6370,Maids and housekeeping cleaners,4230,None of the above
Couriers and messengers ,6380,Maids and housekeeping cleaners,4230,None of the above
Warehousing and storage ,6390,Maids and housekeeping cleaners,4230,None of the above
"Electric power generation, transmission and distribution",570,Maids and housekeeping cleaners,4230,None of the above
Natural gas distribution ,580,Maids and housekeeping cleaners,4230,None of the above
"Electric and gas, and other combinations ",590,Maids and housekeeping cleaners,4230,None of the above
"Water, steam, air-conditioning, and irrigation systems ",670,Maids and housekeeping cleaners,4230,None of the above
Sewage treatment facilities ,680,Maids and housekeeping cleaners,4230,None of the above
Not specified utilities ,690,Maids and housekeeping cleaners,4230,None of the above
Newspaper publishers,6470,Maids and housekeeping cleaners,4230,None of the above
Software publishers,6490,Maids and housekeeping cleaners,4230,None of the above
Broadcasting (except internet),6670,Maids and housekeeping cleaners,4230,None of the above
Internet publishing and broadcasting and web search portals,6672,Maids and housekeeping cleaners,4230,None of the above
Wired telecommunications carriers ,6680,Maids and housekeeping cleaners,4230,None of the above
"Telecommunications, except wired telecommunications carriers ",6690,Maids and housekeeping cleaners,4230,None of the above
"Data processing, hosting, and related services",6695,Maids and housekeeping cleaners,4230,None of the above
Libraries and archives,6770,Maids and housekeeping cleaners,4230,None of the above
"Other information services, except libraries and archives, and internet publishing and broadcasting and web search portals",6780,Maids and housekeeping cleaners,4230,None of the above
Banking and related activities,6870,Maids and housekeeping cleaners,4230,None of the above
"Savings institutions, including credit unions ",6880,Maids and housekeeping cleaners,4230,None of the above
Nondepository credit and related activities,6890,Maids and housekeeping cleaners,4230,None of the above
"Securities, commodities, funds, trusts, and other financial investments",6970,Maids and housekeeping cleaners,4230,None of the above
Insurance carriers,6991,Maids and housekeeping cleaners,4230,None of the above
"Agencies, brokerages, and other insurance related activities",6992,Maids and housekeeping cleaners,4230,None of the above
Automotive equipment rental and leasing ,7080,Maids and housekeeping cleaners,4230,None of the above
Legal services ,7270,Maids and housekeeping cleaners,4230,None of the above
"Accounting, tax preparation, bookkeeping, and payroll services",7280,Maids and housekeeping cleaners,4230,None of the above
Computer systems design and related services ,7380,Maids and housekeeping cleaners,4230,None of the above
Veterinary services ,7480,Maids and housekeeping cleaners,4230,None of the above
Management of companies and enterprises ,7570,Maids and housekeeping cleaners,4230,None of the above
Investigation and security services ,7680,Maids and housekeeping cleaners,4230,None of the above
Services to buildings and dwellings (except cleaning during construction and immediately after construction) ,7690,Maids and housekeeping cleaners,4230,None of the above
Landscaping services,7770,Maids and housekeeping cleaners,4230,None of the above
Waste management and remediation services ,7790,Maids and housekeeping cleaners,4230,None of the above
Elementary and secondary schools ,7860,Maids and housekeeping cleaners,4230,None of the above
"Colleges, universities, and professional schools, including junior colleges",7870,Maids and housekeeping cleaners,4230,None of the above
"Business, technical, and trade schools and training ",7880,Maids and housekeeping cleaners,4230,None of the above
Offices of physicians ,7970,Maids and housekeeping cleaners,4230,None of the above
Offices of dentists ,7980,Maids and housekeeping cleaners,4230,None of the above
Offices of chiropractors ,7990,Maids and housekeeping cleaners,4230,None of the above
Offices of optometrists ,8070,Maids and housekeeping cleaners,4230,None of the above
Offices of other health practitioners  ,8080,Maids and housekeeping cleaners,4230,None of the above
Outpatient care centers ,8090,Maids and housekeeping cleaners,4230,None of the above
Home health care services ,8170,Maids and housekeeping cleaners,4230,None of the above
Other health care services ,8180,Maids and housekeeping cleaners,4230,None of the above
"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",8191,Maids and housekeeping cleaners,4230,None of the above
Psychiatric and substance abuse hospitals,8192,Maids and housekeeping cleaners,4230,None of the above
Nursing care facilities (skilled nursing facilities),8270,Maids and housekeeping cleaners,4230,None of the above
"Residential care facilities, except skilled nursing facilities",8290,Maids and housekeeping cleaners,4230,None of the above
Individual and family services ,8370,Maids and housekeeping cleaners,4230,None of the above
"Community food and housing, and emergency services ",8380,Maids and housekeeping cleaners,4230,None of the above
